id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count
1672,fr,Le Professionnel,"French secret service agent Josselin Beaumont is dispatched to take down African warlord N'Jala. But when his assignment is canceled, he's shocked to learn that his government is surrendering him to local authorities. He is given a mock trial and sentenced to 20 years of hard labor. But Beaumont escapes from prison and vows not only to avenge himself against his betrayers but also to finish his original assignment.",19.664,1981-10-21,The Professional,7.241,526
842675,zh,流浪地球2,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",50.848,2023-01-22,The Wandering Earth II,7.2,562
483306,en,Dear Basketball,"An animated telling of Kobe Bryant's titular poem, signaling his retirement from the sport that made his name.",5.228,2017-04-23,Dear Basketball,7.2,235
399579,en,Alita: Battle Angel,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",98.188,2019-01-31,Alita: Battle Angel,7.2,9082
11986,fr,37°2 le matin,A lackadaisical handyman and aspiring novelist tries to support his younger girlfriend as she slowly succumbs to madness.,16.349,1986-04-09,Betty Blue,7.2,404
10139,en,Milk,"The true story of Harvey Milk, the first openly gay man ever elected to public office. In San Francisco in the late 1970s, Harvey Milk becomes an activist for gay rights and inspires others to join him in his fight for equal rights that should be available to all Americans.",10.3,2008-11-05,Milk,7.2,2176
8844,en,Jumanji,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.",14.539,1995-12-15,Jumanji,7.24,10471
5825,en,National Lampoon's Christmas Vacation,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",70.724,1989-11-30,National Lampoon's Christmas Vacation,7.2,2322
970348,en,The Old Oak,"A pub landlord in a previously thriving mining community struggles to hold onto his pub. Meanwhile, tensions rise in the town when Syrian refugees are placed in the empty houses in the community.",18.043,2023-09-29,The Old Oak,7.2,314
549053,en,Last Christmas,"Kate is a young woman who has a habit of making bad decisions, and her last date with disaster occurs after she accepts work as Santa's elf for a department store. However, after she meets Tom there, her life takes a new turn.",33.927,2019-11-07,Last Christmas,7.238,2335
484862,en,Scooby-Doo! & Batman: The Brave and the Bold,Scooby-Doo and the Mystery Inc. gang meet up with Batman and other friends to defeat evil villains and save the day.,12.346,2018-01-31,Scooby-Doo! & Batman: The Brave and the Bold,7.2,238
483980,en,Z-O-M-B-I-E-S,"Two star-crossed freshmen – a zombie, Zed and a cheerleader, Addison – each outsiders in their unique ways, befriend each other and work together to show their high school and the Seabrook community what they can achieve when they embrace their differences.",27.714,2018-02-16,Z-O-M-B-I-E-S,7.239,681
16905,en,Captain Blood,"Dr. Peter Blood, unjustly convicted of treason and exiled from England, becomes a notorious pirate.",11.155,1935-12-26,Captain Blood,7.239,226
8424,fr,Jeux d'enfants,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",12.129,2003-09-17,Love Me If You Dare,7.237,1778
403,en,Driving Miss Daisy,"The story of an old Jewish widow named Daisy Werthan and her relationship with her black chauffeur, Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters, in a time when those types of relationships were shunned.",13.68,1989-12-13,Driving Miss Daisy,7.239,1576
256,fr,Antoine et Colette,"Now aged 17, Antoine Doinel works in a factory which makes records. At a music concert, he meets a girl his own age, Colette, and falls in love with her. Later, Antoine goes to extraordinary lengths to please his new girlfriend and her parents, but Colette still only regards him as a casual friend. First segment of “Love at Twenty” (1962).",14.624,1962-06-22,Antoine and Colette,7.2,253
306745,en,Freeheld,New Jersey car mechanic Stacie Andree and her police detective girlfriend Laurel Hester both battle to secure Hester's pension benefits after she was diagnosed with a terminal illness.,13.452,2015-10-02,Freeheld,7.2,640
280795,hi,हैदर,A young man returns to Kashmir after his father's disappearance to confront his uncle - the man he suspects to have a role in his father's fate.,5.957,2014-10-02,Haider,7.238,221
21733,cn,飛龍猛將,"A hot-shot lawyer is hired by a Hong Kong chemical plant to dispose of opposition to their polluting ways. But when he falls for a beautiful woman out to stop the plant, he is torn in a conflict of interest and asks his trusty friends Samo and Biao to help out at least until they discover the true purpose of the plant.",14.686,1988-02-11,Dragons Forever,7.238,258
923939,en,The Wonderful Story of Henry Sugar,A rich man learns about a guru who can see without using his eyes. He sets out to master the skill in order to cheat at gambling.,24.626,2023-09-20,The Wonderful Story of Henry Sugar,7.237,981
13283,en,Barbie as the Island Princess,"Shipwrecked as a child, Rosella (Barbie) grows up on the island under the watchful eyes of her loving animal friends. The arrival of Prince Antonio leads Rosella and her furry pals to explore civilization and ultimately save the kingdom by uncovering a secret plot.",26.698,2007-09-17,Barbie as the Island Princess,7.2,723
11832,da,Babettes gæstebud,A French housekeeper with a mysterious past brings quiet revolution in the form of one exquisite meal to a circle of starkly pious villagers in late 19th century Denmark.,15.139,1987-08-11,Babette's Feast,7.237,393
6537,es,El orfanato,"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.",26.978,2007-05-20,The Orphanage,7.237,2855
807196,en,Boiling Point,A head chef balances multiple personal and professional crises at a popular restaurant in London.,14.524,2021-07-05,Boiling Point,7.2,527
793998,fr,L'Événement,"France, 1963. Anne is a bright young student with a promising future ahead of her. But when she falls pregnant, she sees the opportunity to finish her studies and escape the constraints of her social background disappearing. With her final exams fast approaching and her belly growing, Anne resolves to act, even if she has to confront shame and pain, even if she must risk prison to do so.",6.855,2021-11-04,Happening,7.2,418
642885,en,Hocus Pocus 2,"29 years since the Black Flame Candle was last lit, the 17th-century Sanderson sisters are resurrected, and they are looking for revenge. Now it's up to three high school students to stop the ravenous witches from wreaking a new kind of havoc on Salem before dawn on All Hallow's Eve.",51.04,2022-09-27,Hocus Pocus 2,7.234,1655
632617,en,C'mon C'mon,Johnny and his young nephew forge a tenuous but transformational relationship when they embark on a cross-country trip to see life away from Los Angeles.,13.667,2021-11-19,C'mon C'mon,7.2,662
619803,ko,범죄도시 2,"The 'Beast Cop' Ma Seok-do heads to a foreign country to extradite a suspect, but soon after his arrival, he discovers additional murder cases and hears about a vicious killer who has been committing crimes against tourists for several years.",56.717,2022-05-18,The Roundup,7.2,299
465136,en,Every Day,"16-year old Rhiannon falls in love with a mysterious spirit named “A” that inhabits a different body every day. Feeling an unmatched connection, Rhiannon and “A” work each day to find each other, not knowing what the next day will bring.",11.445,2018-02-22,Every Day,7.2,2195
246,ja,座頭市,"Blind traveler Zatoichi is a master swordsman and a masseur with a fondness for gambling on dice games. When he arrives in a village torn apart by warring gangs, he sets out to protect the townspeople.",18.539,2003-09-06,Zatoichi,7.236,847
425373,en,The Miracle Season,"After the tragic death of star volleyball player Caroline ""Line"" Found, a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship!",11.081,2018-04-13,The Miracle Season,7.235,302
168259,en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,105.09,2015-04-01,Furious 7,7.2,10566
113082,ja,ベルセルク 黄金時代篇I 覇王の卵,"Guts, an immensely strong sword-for-hire, has little direction in his life, simply fighting one battle after the next. However, this all changes suddenly when he meets and is bested by Griffith, a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom, Casca, the tough, lone swordswoman in the Band of the Hawk, struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together, Griffith continues to rise to power, all seemingly in order to reach his mysterious, prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals, and where will fate take the two men?",33.687,2012-02-03,Berserk: The Golden Age Arc I - The Egg of the King,7.235,477
10421,fr,La Guerre des boutons,"For generations, two rival French villages, Longueverne and Velrans, have been at war. But this is no ordinary conflict, for the on-going hostilities are between two armies of young schoolboys. When he is beaten by his father for having lost his buttons, the leader of the Longueverne army, Lebrac, has an idea which will give his side the advantage: next time, he and his brave soldiers will go in battle without their clothes...",9.302,1962-04-18,War of the Buttons,7.2,272
3121,en,Nashville,"The intersecting stories of twenty-four characters—from country star to wannabe to reporter to waitress—connect to the music business in Nashville, Tennessee.",10.403,1975-06-11,Nashville,7.2,394
539681,en,DC League of Super-Pets,"When Superman and the rest of the Justice League are kidnapped, Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound, PB the potbellied pig, Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.",31.243,2022-07-27,DC League of Super-Pets,7.2,1537
372519,pt,Os Dez Mandamentos: O Filme,Follows Moses leading and conducting the Hebrew people from the slavery of Egypt to the freedom towards the Promised Land according to the Ancient Testament Bible book of the Exodus. The story told like never before is faithful to the Scriptures.,25.018,2016-01-28,The Ten Commandments: The Movie,7.2,305
296098,en,Bridge of Spies,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",22.849,2015-10-15,Bridge of Spies,7.234,6776
220289,en,Coherence,"On the night of an astronomical anomaly, eight friends at a dinner party experience a troubling chain of reality bending events.",40.743,2013-09-19,Coherence,7.233,2879
75258,en,Secret of the Wings,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,58.836,2012-08-17,Secret of the Wings,7.2,1229
70670,no,Hodejegerne,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,12.204,2011-08-26,Headhunters,7.2,1228
25846,it,Baarìa,"Giuseppe Tornatore traces three generations of a Sicilian family in in the Sicilian town of Bagheria (known as Baarìa in the local Sicilian dialect), from the 1930s to the 1980s, to tell the story of the loves, dreams and delusions of an unusual community.",12.306,2009-09-24,Baaria,7.2,633
10299,en,"Hush... Hush, Sweet Charlotte","An aging, reclusive Southern belle plagued by a horrifying family secret descends into madness after the arrival of a lost relative.",13.758,1964-12-15,"Hush... Hush, Sweet Charlotte",7.234,252
761,fr,L'Aile ou la Cuisse,"Charles Duchemin, a well-known gourmet and publisher of a famous restaurant guide, is waging a war against fast food entrepreneur Tri- catel to save the French art of cooking. After having agreed to appear on a talk show to show his skills in naming food and wine by taste, he is confronted with two disasters: his son wants to become a clown rather than a restaurant tester and he, the famous Charles Duchemin, has lost his taste!",14.327,1976-10-27,The Wing or the Thigh?,7.234,862
778730,es,Loco por ella,"After a magical night together, Adri voluntarily turns himself into the psychiatric institution where Carla lives.",9.057,2021-02-26,Crazy About Her,7.2,455
44741,it,Malizia,"A widower and two of his sons become infatuated by their beautiful housekeeper, and all three set out to seduce her using their own unique methods.",34.316,1973-03-29,Malicious,7.2,306
948713,en,The Last Kingdom: Seven Kings Must Die,"In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.",41.798,2023-04-14,The Last Kingdom: Seven Kings Must Die,7.2,672
497698,en,Black Widow,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",62.069,2021-01-01,Black Widow,7.231,10148
268,en,Batman,"Batman must face his most ruthless nemesis when a deformed madman calling himself ""The Joker"" seizes control of Gotham's criminal underworld.",46.916,1989-06-21,Batman,7.231,7805
64246,ja,カラフル,"Upon reaching the train station to death, a dejected soul is informed that he is lucky and will have another chance at life. He is placed in the body of a 14-year-old boy named Kobayashi Makoto, who has just committed suicide. Watched over by a neutral spirit named Purapura, the soul must figure out what his greatest sin and mistake in his former life was, before his time limit in Makoto's body runs out. He also has a number of other lesser duties he must complete, such as understanding what led Makoto to commit suicide in the first place and learning how to enjoy his second chance at life.",7.847,2010-08-21,Colorful,7.2,274
35838,es,Tristana,"As a young woman, Tristana is orphaned and taken under the guardianship of Don Lope, a respected member of the community, who takes advantage of his innocent charge. When Tristana falls in love with artist Horacio, she must learn to be more assertive in order to achieve independence from her nefarious guardian, or her blossoming relationship with Horatio is doomed.",5.838,1970-03-29,Tristana,7.23,239
28966,en,Wings,"Two young men, one rich, one middle class, both in love with the same woman, become US Air Corps fighter pilots and, eventually, heroic flying aces during World War I. Devoted best friends, their mutual love of the girl eventually threatens their bond. Meanwhile, a hometown girl who's the lovestruck lifelong next door neighbor of one of them pines away.",10.626,1927-08-12,Wings,7.2,269
8221,es,¿Qué he hecho yo para merecer esto!,"A henpecked housewife ekes out a meager existence, surrounded by a host of colorful characters: her ungrateful husband, her delinquent sons, her headstrong mother-in-law, and her sex worker neighbor, among others.",7.601,1984-10-25,What Have I Done to Deserve This?,7.2,230
1834,en,"Murder, My Sweet","After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.",6.884,1944-12-14,"Murder, My Sweet",7.2,224
979,fr,Irréversible,A woman’s lover and her ex-boyfriend take justice into their own hands after she becomes the victim of a rapist. Because some acts can’t be undone. Because man is an animal. Because the desire for vengeance is a natural impulse. Because most crimes remain unpunished.,34.244,2002-05-22,Irreversible,7.2,2874
1079091,en,It Ends with Us,"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended, and she realizes she must learn to rely on her own strength to make an impossible choice for her future.",354.444,2024-08-07,It Ends with Us,7.229,1036
532321,ja,Re:ゼロから始める異世界生活 Memory Snow,"Subaru and friends finally get a moment of peace, and Subaru goes on a certain secret mission that he must not let anyone find out about! However, even though Subaru is wearing a disguise, Petra and other children of the village immediately figure out who he is. Now that his mission was exposed within five seconds of it starting, what will happen with Subaru's ""date course"" with Emilia?",19.872,2018-10-06,Re:Zero - Starting Life in Another World Memory Snow,7.229,273
152603,en,Only Lovers Left Alive,"A depressed musician reunites with his lover in the desolate streets of Detroit. Though their romance has endured several centuries, it is tested by the arrival of her capricious and unpredictable younger sister.",22.246,2013-12-12,Only Lovers Left Alive,7.2,2176
695,en,Short Cuts,"Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.",16.69,1993-09-05,Short Cuts,7.229,583
449674,en,Louis C.K. 2017,"Louis C.K. muses on religion, eternal love, giving dogs drugs, email fights, teachers and more in a live performance from Washington, D.C.",5.843,2017-04-04,Louis C.K. 2017,7.2,250
436343,hu,Testről és lélekről,"Two introverted people find out by pure chance that they share the same dream every night. They are puzzled, incredulous, a bit frightened. As they hesitantly accept this strange coincidence, they try to recreate in broad daylight what happens in their dream.",8.882,2017-03-02,On Body and Soul,7.2,539
42979,en,Robot Chicken: Star Wars,"A series of 30 sketches, following the hilarious antics of various characters from a galaxy, far, far away.",11.098,2007-07-17,Robot Chicken: Star Wars,7.2,246
5590,fr,Peau d'âne,A fairy godmother helps a princess disguise herself so she won't have to marry her father.,11.25,1970-12-20,Donkey Skin,7.2,494
393624,en,Official Secrets,The true story of British intelligence whistleblower Katharine Gun who—prior to the 2003 Iraq invasion—leaked a top-secret NSA memo exposing a joint US-UK illegal spying operation against members of the UN Security Council. The memo proposed blackmailing member states into voting for war.,18.944,2019-08-30,Official Secrets,7.227,960
335360,en,My Little Pony: The Movie,"A new dark force threatens Ponyville, and the Mane 6 – Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy and Rarity – embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship and save their home.",19.49,2017-10-05,My Little Pony: The Movie,7.2,374
324849,en,The Lego Batman Movie,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",33.592,2017-02-08,The Lego Batman Movie,7.2,4961
345920,en,Collateral Beauty,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",18.195,2016-12-15,Collateral Beauty,7.226,5339
40180,fr,Peur sur la ville,"A serial-killer frightens Paris by phoning young ladies at night, telling them insults about their lives. Minos, as he calls himself, wants to prevent the world from free women and he targets at first these ones. Commissaire Letellier is given the investigation and he has hard work with the maniac.",7.721,1975-04-09,The Night Caller,7.2,250
38684,en,Jane Eyre,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?",14.156,2011-03-11,Jane Eyre,7.2,1448
2567,en,The Aviator,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",40.996,2004-12-17,The Aviator,7.225,5286
1538,en,Collateral,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,41.881,2004-08-04,Collateral,7.226,5551
20246,en,The Stranger,"An investigator from the War Crimes Commission travels to Connecticut to find an infamous Nazi, who may be hiding out in a small town in the guise of a distinguished professor engaged to the Supreme Court Justice’s daughter.",11.851,1946-07-02,The Stranger,7.225,571
9267,en,And Now for Something Completely Different,A collection of Monty Python's Flying Circus skits from the first two seasons of their British TV series.,11.369,1971-09-28,And Now for Something Completely Different,7.225,511
4588,zh,色‧戒,"During World War II, a secret agent must seduce then assassinate an official who works for the Japanese puppet government in Shanghai. Her mission becomes clouded when she finds herself falling in love with the man she is assigned to kill.",29.235,2007-09-24,"Lust, Caution",7.2,689
560050,en,Over the Moon,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.",25.854,2020-10-16,Over the Moon,7.224,1292
80797,it,Winx Club - Il segreto del regno perduto,"Sixteen years ago the most powerful warrior wizards of the Magic Dimension sacrificed themselves to fight against absolute evil. Now the fate of a kingdom is in the hands of a young girl - Bloom, the fairy of the Dragon's flame. Accompanied by her Winx Club girlfriends, Bloom must overcome the greatest challenge of all: enter the depths of the obscure dimension, fight against evil to bring her parents back to life and reveal the mystery linked to her origins. The destiny of the entire Magic Dimension depends on the outcome of this conflict.",10.848,2007-11-29,Winx Club: The Secret of the Lost Kingdom,7.2,225
16620,en,La Bamba,"Los Angeles teenager Ritchie Valens becomes an overnight rock 'n' roll success in 1958, thanks to a love ballad called ""Donna"" that he wrote for his girlfriend. But as his star rises, Valens has conflicts with his jealous brother, Bob, and becomes haunted by a recurring nightmare of a plane crash just as he begins his first national tour alongside Buddy Holly.",27.952,1987-07-24,La Bamba,7.225,701
170,en,28 Days Later,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",94.132,2002-10-31,28 Days Later,7.224,6667
571785,ko,사냥의 시간,"Four young men want to leave their dystopian world behind and go to a distant paradise to execute a money robbery, a daring act that will have unexpected consequences.",11.279,2020-02-22,Time to Hunt,7.2,310
374205,ja,ワンピース　フィルム GOLD,"The glittering Gran Tesoro, a city of entertainment beyond the laws of the government, is a sanctuary for the world’s most infamous pirates, Marines, and filthy rich millionaires. Drawn by dreams of hitting the jackpot, Captain Luffy and his crew sail straight for the gold. But behind the gilded curtains lies a powerful king whose deep pockets and deeper ambitions spell disaster for the Straw Hats and the New World alike.",21.546,2016-07-23,One Piece Film: GOLD,7.2,479
297762,en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,49.629,2017-05-30,Wonder Woman,7.223,19853
43195,it,Senso,A troubled and neurotic Italian Countess betrays her entire country for a self-destructive love affair with an Austrian Lieutenant.,7.596,1954-12-30,Senso,7.223,222
21641,en,The Damned United,"Taking over Leeds United, Brian Clough's abrasive approach and his clear dislike of the players' dirty style of play make it certain there is going to be friction. Glimpses of his earlier career help explain both his hostility to previous manager Don Revie and how much he is missing right-hand man Peter Taylor.",7.09,2009-03-27,The Damned United,7.221,623
3086,en,The Lady Eve,"It's no accident when wealthy Charles falls for Jean. Jean is a con artist with her sights set on Charles' fortune. Matters complicate when Jean starts falling for her mark. When Charles suspects Jean is a gold digger, he dumps her. Jean, fixated on revenge and still pining for the millionaire, devises a plan to get back in Charles' life. With love and payback on her mind, she re-introduces herself to Charles, this time as an aristocrat named Lady Eve Sidwich.",9.514,1941-02-25,The Lady Eve,7.223,338
1640,en,Crash,"In post-Sept. 11 Los Angeles, tensions erupt when the lives of a Brentwood housewife, her district attorney husband, a Persian shopkeeper, two cops, a pair of carjackers and a Korean couple converge during a 36-hour period.",31.748,2005-05-06,Crash,7.221,3434
520172,en,Happiest Season,A young woman's plans to propose to her girlfriend while at her family's annual holiday party are upended when she discovers her partner hasn't yet come out to her conservative parents.,19.818,2020-11-26,Happiest Season,7.2,1170
512895,en,Lady and the Tramp,"The love story between a pampered Cocker Spaniel named Lady and a streetwise mongrel named Tramp. Lady finds herself out on the street after her owners have a baby and is saved from a pack by Tramp, who tries to show her to live her life footloose and collar-free.",22.61,2019-11-12,Lady and the Tramp,7.222,1540
73624,pt,O Homem do Futuro,"Zero is a brilliant scientist. However, 20 years ago, he was publicly humiliated when he lost Helena, the love of his life. One day, an accidental experience with one of his inventions causes him to travel back in time to 1991. Having taken the opportunity to change history, Zero returns to own time to find totally changed.",7.081,2011-09-02,The Man from the Future,7.2,351
52333,pt,Nosso Lar,"The selfish Dr. André Luiz dies and awakes in the limbo called ""Umbral"". After a painful period in the gruesome swamp, he is rescued and brought in a white light to ""Nosso Lar"" (meaning ""Our Home""). He finds a place of harmony, where people live in peace awaiting",15.686,2010-09-03,Astral City: A Spiritual Journey,7.217,210
41201,fr,L'Illusionniste,A French illusionist travels to Scotland to work. He meets a young woman in a small village. Their ensuing adventure in Edinburgh changes both their lives forever.,10.956,2010-06-16,The Illusionist,7.221,604
37737,hi,Kites,"A wounded man searches for his sweetheart in the Mexican desert while on the run from the police, bounty hunters, and others.",12.18,2010-05-21,Kites,7.222,212
204436,fr,Jack et la mécanique du cœur,"In Scotland 1874, Jack is born on the coldest day ever. Because of the extreme cold, his heart stops beating. The responsible midwife in Edinburgh finds a way to save him by replacing his heart with a clock. So he lives and remains under the midwife's protective care. But he must not get angry or excited because that endangers his life by causing his clock to stop working. Worse than that, when he grows up, he has to face the fact he cannot fall in love because that too could stop his delicate heart.",17.085,2014-02-05,Jack and the Cuckoo-Clock Heart,7.2,704
129112,ar,Das Mädchen Wadjda,An enterprising Saudi girl signs on for her school's Quran recitation competition as a way to raise the remaining funds she needs in order to buy the green bicycle that has captured her interest.,11.788,2012-08-31,Wadjda,7.221,477
16907,ja,劇場版 NARUTO 大活劇! 雪姫忍法帖だってばよ!!,"Naruto is thrilled when he is sent on a mission to protect his favorite actress, Yukie Fujikaze, on the set of her new movie, The Adventures of Princess Gale. But when the crew ventures out to film in the icy, foreboding Land of Snow, Yukie mysteriously flees! Naruto and his squad set off to find her... unaware that three Snow Ninja lie in wait, with a sinister purpose that will force Yukie to face her hidden past!",49.406,2004-08-21,Naruto the Movie: Ninja Clash in the Land of Snow,7.2,541
15196,en,Clue,"Clue finds six colorful dinner guests gathered at the mansion of their host, Mr. Boddy -- who turns up dead after his secret is exposed: He was blackmailing all of them. With the killer among them, the guests and Boddy's chatty butler must suss out the culprit before the body count rises.",33.674,1985-12-13,Clue,7.2,1698
13368,en,White Christmas,Two talented song-and-dance men team up after the war to become one of the hottest acts in show business. In time they befriend and become romantically involved with the beautiful Haynes sisters who comprise a sister act.,23.971,1954-10-14,White Christmas,7.2,497
2576,en,The Diary of Anne Frank,"The true, harrowing story of a young Jewish girl who, with her family and their friends, is forced into hiding in an attic in Nazi-occupied Amsterdam.",25.656,1959-03-18,The Diary of Anne Frank,7.221,346
1418,es,Te doy mis ojos,"One winter night, Pilar runs away from home. With her, she takes only a few belongings and her son, Juan. Antonio soon sets out to look for her. He says Pilar is his sunshine, and what's more, ""She gave him her eyes""...",7.808,2003-10-08,Take My Eyes,7.221,201
44874,en,Barbie: A Fashion Fairytale,"Join Barbie in a colourful, modern-day fairytale filled with fashion, friends and fun! Barbie and her dog Sequin jet off to visit her Aunt's amazing fashion house in Paris, and much to her surprise it's about to be shut down forever. After she discovers three enchanting Flairies with sparkle-magic powers, Barbie comes up with a brilliant idea to save the business. She even inspires Alice, a shy fashion designer, and together they create a dazzling runway fashion show. Barbie shows that magic happens when you believe in yourself.",28.529,2010-09-14,Barbie: A Fashion Fairytale,7.2,752
43920,en,Dog Pound,Three juvenile delinquents arrive at a correctional center and are put under the care of an experienced guard.,7.046,2010-04-24,Dog Pound,7.2,368
12622,ja,その男、凶暴につき,A detective breaks all rules of ethical conduct while investigating a colleague’s involvement in drug pushing and Yakuza activities.,8.125,1989-08-12,Violent Cop,7.219,372
1621,en,Trading Places,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,63.203,1983-06-07,Trading Places,7.219,3231
251,en,Ghost,"Even though Sam Wheat, the successful investment counsellor, still finds it difficult to express his deeper feelings for her after all these years, his young potter girlfriend, Molly Jensen, is the love of his life. However, a curious case of a systematic discrepancy will prepare the ground for a hideous urban homicide in one of Manhattan's dark alleys, trapping, seemingly forever, the unfortunate deceased's immortal soul in the realm of the mortals. With the condemned spirit unable to interact with the physical world--and as Molly's life, too, is in grave danger--Sam will have to turn to the spiritual medium, Oda Mae Brown, to warn and protect her. Can Oda and the ghost settle the unfinished business in time?",68.103,1990-07-13,Ghost,7.219,5510
401104,en,To the Bone,A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.,14.774,2017-01-22,To the Bone,7.218,3472
54580,es,Los lunes al sol,"After the closure of their shipyard in Northern Spain, a few former workers: Santa, José, Lino, Amador, Sergei and Reina keep in touch. They meet mainly at a bar owned by their former colleague Rico. Santa is the most superficially confident and unofficial leader of the group. A court case hangs over him relating to a shipyard lamp he smashed during a protest against the closure. José is bitter that his wife, Ana, is employed when he is not.",5.772,2002-09-27,Mondays in the Sun,7.218,211
35114,en,Destino,"Short film to a song of love lost and rediscovered, a woman sees and undergoes surreal transformations. Her lover's face melts off, she dons a dress from the shadow of a bell and becomes a dandelion, ants crawl out of a hand and become Frenchmen riding bicycles. Not to mention the turtles with faces on their backs that collide to form a ballerina, or the bizarre baseball game.",6.175,2003-08-05,Destino,7.2,248
23168,en,The Town,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",66.322,2010-09-15,The Town,7.217,5004
257211,en,The Intern,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",77.76,2015-09-23,The Intern,7.2,6653
